Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,-51.55712168,-2.101858466
101.3911386,-51.23089131,-2.310551857
102.8016298,-50.95478925,-3.219097888
104.2317429,-50.80435539,-1.86782094
105.6817509,-50.55350746,-2.618337003
107.1519305,-50.26591062,-3.182159476
108.6425624,-49.95919398,-2.209570183
110.153931,-49.88578287,-2.870698035
111.6863248,-49.62817242,-3.014004808
113.2400363,-49.33444309,-2.29676194
114.8153621,-49.02827335,-2.513100112
116.4126029,-48.79591692,-2.567073107
118.0320636,-48.68119132,-2.262738568
119.6740531,-48.41790202,-2.776114775
121.338885,-48.19934471,-2.366428276
123.0268771,-47.90644829,-2.063677542
124.7383514,-47.63806288,-2.64268997
126.4736347,-47.4382304,-2.557139366
128.2330583,-47.10498867,-2.607460216
130.0169578,-46.9890332,-2.624561827
131.8256739,-46.6620601,-2.399693248
133.6595517,-46.43564759,-2.533743655
135.5189412,-46.18759838,-2.350888433
137.4041975,-45.95559521,-2.489217438
139.3156803,-45.73763217,-2.277394811
141.2537545,-45.46420604,-2.748945274
143.2187899,-45.26751277,-2.370484938
145.2111618,-44.96725226,-2.702087331
147.2312502,-44.77301529,-2.703390006
149.279441,-44.500608,-2.427356073
151.3561248,-44.27392024,-2.599655496
153.4616983,-44.03498433,-2.596334979
155.5965632,-43.77747003,-2.552400089
157.761127,-43.56762694,-2.488763245
159.9558029,-43.28604435,-2.164592115
162.1810097,-43.02342285,-2.629311689
164.4371723,-42.79767104,-2.384145606
166.7247213,-42.56269705,-2.645883777
169.0440932,-42.34645802,-2.44080849
171.3957308,-42.04552861,-2.387931586
173.7800829,-41.83715696,-2.583507045
176.1976046,-41.60897294,-2.590992892
178.6487575,-41.33392399,-2.528182628
181.1340093,-41.12154123,-2.565972754
183.6538343,-40.89300651,-2.682894935
186.2087137,-40.60618111,-2.656194936
188.7991349,-40.38033969,-2.431655547
191.4255925,-40.1532216,-2.716671888
194.0885878,-39.89341974,-2.676774595
196.788629,-39.62115182,-2.784828122
199.5262315,-39.42984203,-2.720631387
202.3019179,-39.16720512,-2.835063024
205.1162179,-38.93504329,-2.648320217
207.9696687,-38.6920127,-2.709784006
210.862815,-38.45514897,-2.805123643
213.796209,-38.23919717,-2.784644996
216.7704105,-37.96679495,-2.832492971
219.7859873,-37.74287367,-2.817066094
222.8435149,-37.49459195,-2.857010967
225.943577,-37.25061647,-2.774267331
229.0867653,-37.00452458,-2.775895606
232.2736796,-36.76919527,-2.762896875
235.5049284,-36.52992504,-2.913414598
238.7811283,-36.29037594,-2.890991482
242.1029047,-36.06949541,-2.931493556
245.4708916,-35.81184583,-2.991052572
248.8857318,-35.5860897,-3.069769732
252.3480772,-35.32929682,-3.025840442
255.8585887,-35.0803389,-2.912517284
259.4179362,-34.82540056,-2.937011818
263.0267992,-34.60153032,-2.902029848
266.6858665,-34.36657016,-3.068136781
270.3958364,-34.12281292,-3.152913272
274.1574172,-33.86521019,-3.143169849
277.9713268,-33.64374779,-3.067600471
281.8382931,-33.37801955,-3.107087543
285.7590543,-33.13513705,-3.131781004
289.7343588,-32.89878756,-3.123063109
293.7649652,-32.65925955,-3.274266709
297.8516429,-32.42468584,-3.147379904
301.995172,-32.17534959,-3.237876445
306.1963434,-31.9445219,-3.366539461
310.4559588,-31.68540715,-3.240178438
314.7748314,-31.44445591,-3.366325859
319.1537855,-31.19319529,-3.354393456
323.5936569,-30.94989161,-3.386778394
328.0952931,-30.70468943,-3.352348923
332.6595533,-30.4452794,-3.416000869
337.2873087,-30.21265749,-3.496573748
341.9794425,-29.96010918,-3.485214224
346.7368505,-29.71696194,-3.546664833
351.5604405,-29.46683652,-3.6003542
356.4511334,-29.22792423,-3.490837366
361.4098626,-28.97700351,-3.573778575
366.4375746,-28.72444513,-3.609518858
371.5352291,-28.49345831,-3.72179295
376.703799,-28.23917606,-3.64416066
381.9442708,-28.00026011,-3.748232198
387.2576449,-27.74589584,-3.753902104
392.6449354,-27.4931576,-3.796458709
398.1071706,-27.25645621,-3.8548606
403.645393,-27.01074979,-3.841019773
409.2606597,-26.76012956,-3.963741079
414.9540426,-26.51007871,-3.998971173
420.7266284,-26.25566071,-4.019122851
426.5795188,-25.99623451,-3.985077155
432.513831,-25.74998232,-4.100926559
438.5306978,-25.50546426,-4.113225703
444.6312675,-25.25201807,-4.160676005
450.8167045,-24.99671248,-4.213493759
457.0881896,-24.7479369,-4.272225556
463.4469197,-24.49037144,-4.298467148
469.8941086,-24.23693874,-4.34896885
476.4309868,-23.98640182,-4.426471854
483.058802,-23.73451311,-4.465551951
489.7788194,-23.47299983,-4.525409047
496.5923215,-23.22180007,-4.55678159
503.5006088,-22.96619423,-4.619728864
510.505,-22.70201131,-4.620190279
517.606832,-22.44914102,-4.674839851
524.8074602,-22.19704603,-4.787155165
532.1082593,-21.93436771,-4.842437099
539.5106225,-21.67908603,-4.883986285
547.0159629,-21.41979016,-4.955218755
554.625713,-21.16226097,-4.977376258
562.3413252,-20.89330175,-5.106589793
570.1642723,-20.6375593,-5.131887338
578.0960474,-20.37107778,-5.173133228
586.1381645,-20.12122366,-5.284664821
594.2921586,-19.84896198,-5.33995784
602.5595861,-19.5842866,-5.421251828
610.9420249,-19.32245558,-5.522552212
619.4410751,-19.05893801,-5.560829527
628.0583588,-18.79286475,-5.642766108
636.7955209,-18.52789734,-5.718097189
645.654229,-18.25793429,-5.814408711
654.6361741,-17.98948759,-5.905067818
663.7430704,-17.72093104,-5.962886308
672.9766563,-17.45539424,-6.046180902
682.3386941,-17.18327139,-6.124050358
691.8309709,-16.91069368,-6.236350562
701.4552984,-16.63770749,-6.331298455
711.2135137,-16.36293749,-6.436632174
721.1074792,-16.08696556,-6.510483646
731.1390835,-15.80962055,-6.628630549
741.3102413,-15.53116848,-6.731365257
751.622894,-15.253162,-6.84171287
762.07901,-14.97033861,-6.938522617
772.6805851,-14.68643664,-7.065217614
783.4296428,-14.40332812,-7.176712626
794.3282347,-14.11968631,-7.280366343
805.3784412,-13.83272942,-7.443239883
816.5823714,-13.54818354,-7.551559502
827.9421637,-13.25823389,-7.68633868
839.4599865,-12.9680058,-7.815799418
851.1380382,-12.67511694,-7.953349909
862.9785478,-12.38071562,-8.11266763
874.9837752,-12.08633394,-8.24264749
887.156012,-11.78773313,-8.394953358
899.4975815,-11.48624882,-8.563359079
912.0108394,-11.18233526,-8.726044307
924.6981739,-10.87814676,-8.901554003
937.5620069,-10.57025791,-9.072881477
950.6047937,-10.26194017,-9.26165963
963.8290236,-9.949914403,-9.454567274
977.237221,-9.636628727,-9.650711652
990.8319449,-9.316998244,-9.856494816
1004.61579,-8.997607134,-10.0614681
1018.591388,-8.673236079,-10.28798493
1032.761406,-8.34701323,-10.51841965
1047.128548,-8.015199415,-10.7491965
1061.695557,-7.682020494,-11.00899743
1076.465214,-7.343907978,-11.27480514
1091.440336,-7.003299892,-11.54770349
1106.623784,-6.658053158,-11.82988208
1122.018454,-6.307686341,-12.13517572
1137.627286,-5.956433782,-12.449977
1153.453258,-5.59660543,-12.78526159
1169.499391,-5.2328872,-13.12914014
1185.768748,-4.864304117,-13.49520955
1202.264435,-4.491081234,-13.87677758
1218.989599,-4.111764475,-14.27774722
1235.947433,-3.725402084,-14.71056953
1253.141175,-3.333549355,-15.1633783
1270.574105,-2.935031717,-15.65042971
1288.249552,-2.526723099,-16.16215785
1306.170888,-2.11288393,-16.70993523
1324.341535,-1.691573709,-17.29112172
1342.764961,-1.258989488,-17.91467599
1361.444682,-0.820729563,-18.57900895
1380.384265,-0.370057189,-19.29515651
1399.587323,0.088565894,-20.06954765
1419.057522,0.561680596,-20.89696317
1438.798578,1.042903022,-21.80819545
1458.81426,1.539152549,-22.78461479
1479.108388,2.047684425,-23.85172298
1499.684836,2.570930793,-25.02245008
1520.54753,3.109197866,-26.29742914
1541.700453,3.662710959,-27.71004193
1563.147643,4.232707878,-29.27182252
1584.893192,4.819769104,-31.00872132
1606.941253,5.42383576,-32.94884279
1629.296033,6.045261451,-35.11684884
1651.961798,6.681996537,-37.55727294
1674.942876,7.333083663,-40.31270612
1698.243652,7.995631198,-43.42243505
1721.868575,8.661354776,-46.94880363
1745.822153,9.325185807,-50.95253014
1770.108958,9.971794669,-55.45892374
1794.733627,10.58558323,-60.50697502
1819.700859,11.14602501,-66.06471936
1845.015419,11.63101138,-72.0756613
1870.68214,12.0210045,-78.44563316
1896.705921,12.30140803,-84.99615125
1923.091729,12.46447033,-91.56293312
1949.8446,12.5123227,-97.98594348
1976.96964,12.45675262,-104.12261
2004.472027,12.31308687,-109.8772027
2032.357011,12.09965001,-115.2108699
2060.629913,11.83412372,-120.1038931
2089.296131,11.52789858,-124.5561453
2118.361135,11.19578774,-128.5931517
2147.830474,10.84923161,-132.226732
2177.709772,10.49394412,-135.5056493
2208.004733,10.13591483,-138.4647801
2238.721139,9.780374591,-141.1298859
2269.864852,9.431573856,-143.5315561
2301.441817,9.088535763,-145.7135128
2333.458062,8.757216244,-147.6855753
2365.919697,8.435966441,-149.4801423
2398.832919,8.124582568,-151.1161749
2432.204009,7.826251779,-152.6086257
2466.039337,7.538762333,-153.9776243
2500.345362,7.261899402,-155.2296587
2535.12863,6.997184685,-156.3890207
2570.395783,6.743733625,-157.4476977
2606.15355,6.499811141,-158.4369779
2642.408757,6.266419317,-159.3507593
2679.168325,6.041743509,-160.1931099
2716.439269,5.828145619,-160.9890076
2754.228703,5.622185299,-161.7192773
2792.543841,5.426709339,-162.4170487
2831.391996,5.237774398,-163.0630627
2870.780582,5.055391843,-163.6638485
2910.717118,4.882862949,-164.2382432
2951.209227,4.716331726,-164.7745735
2992.264637,4.557180457,-165.2775994
3033.891184,4.404698299,-165.7561415
3076.096815,4.257155733,-166.2141586
3118.889584,4.115386855,-166.6400129
3162.27766,3.980393539,-167.0461335
3206.269325,3.849668809,-167.4340256
3250.872974,3.722380906,-167.7994368
3296.097122,3.601824818,-168.1545626
3341.9504,3.486535058,-168.4867659
3388.441561,3.374203759,-168.8073736
3435.579479,3.265967902,-169.1143607
3483.37315,3.162535236,-169.4055835
3531.831698,3.062863519,-169.6847734
3580.964371,2.965767015,-169.9527688
3630.780548,2.87251355,-170.2091975
3681.289736,2.783150012,-170.4572389
3732.501578,2.695706655,-170.7008989
3784.425847,2.611971926,-170.9276672
3837.072455,2.531868005,-171.1482655
3890.45145,2.454013708,-171.3718959
3944.573021,2.379448219,-171.5709091
3999.447498,2.306051048,-171.7622657
4055.085354,2.235824701,-171.9638231
4111.497211,2.167963396,-172.1493534
4168.693835,2.102849511,-172.3256148
4226.686143,2.040038364,-172.5035957
4285.485204,1.978960752,-172.6676883
4345.102242,1.919827316,-172.8268525
4405.548635,1.862612388,-172.9978368
4466.835922,1.806452934,-173.1480006
4528.975799,1.75297261,-173.2987266
4591.980128,1.701052053,-173.4422824
4655.860935,1.651418191,-173.5874941
4720.630413,1.60173545,-173.7214378
4786.300923,1.553867775,-173.8582681
4852.885002,1.509394268,-173.9862573
4920.395357,1.464752215,-174.1209047
4988.844875,1.42202087,-174.2367584
5058.24662,1.380376916,-174.3573626
5128.61384,1.340925139,-174.4743652
5199.959965,1.302863891,-174.5851774
5272.298614,1.265408818,-174.702444
5345.643594,1.228726771,-174.8168765
5420.008904,1.193713391,-174.9259793
5495.408739,1.158178277,-175.0272733
5571.857489,1.126191782,-175.1327748
5649.369748,1.094023864,-175.2300024
5727.96031,1.062911511,-175.3344085
5807.644175,1.032497626,-175.4346582
5888.436554,1.003258037,-175.5227862
5970.352866,0.974903145,-175.6136037
6053.408748,0.946937708,-175.7090689
6137.620052,0.920005176,-175.799334
6223.002852,0.894222278,-175.8811202
6309.573445,0.868228714,-175.9721397
6397.348355,0.844782142,-176.0604887
6486.344335,0.821814926,-176.1375974
6576.578374,0.798251381,-176.2193679
6668.067692,0.77637251,-176.2979142
6760.829754,0.753653479,-176.375007
6854.882265,0.733325248,-176.4521391
6950.243176,0.712450128,-176.5344551
7046.93069,0.693856522,-176.6054251
7144.963261,0.673886655,-176.6815808
7244.359601,0.655615715,-176.7600556
7345.138682,0.637756691,-176.8276957
7447.319739,0.62019922,-176.8945739
7550.922277,0.602714681,-176.9675264
7655.966069,0.586969853,-177.0344012
7762.471166,0.570198859,-177.1018055
7870.457897,0.554698065,-177.1752529
7979.946873,0.540055314,-177.2395217
8090.958992,0.525277112,-177.3023755
8203.515443,0.51074933,-177.3668887
8317.637711,0.495809745,-177.4260163
8433.347578,0.484325701,-177.4863168
8550.667129,0.469785978,-177.5580757
8669.618758,0.458406877,-177.6133563
8790.225168,0.445447453,-177.6742731
8912.509381,0.433276895,-177.7388133
9036.494737,0.421277484,-177.7956415
9162.204901,0.410748213,-177.8552592
9289.663868,0.39950164,-177.9172348
9418.895965,0.389184462,-177.9698668
9549.92586,0.377926597,-178.0298062
9682.778563,0.368700208,-178.0842616
9817.47943,0.359183901,-178.1346787
9954.054174,0.349551381,-178.1985251
10092.52886,0.340655926,-178.25534
10232.92992,0.330156162,-178.2992558
10375.28416,0.322316461,-178.3553886
10519.61874,0.314428053,-178.4110741
10665.96121,0.304378715,-178.4603946
10814.33951,0.298154877,-178.5220715
10964.78196,0.288798388,-178.573258
11117.31727,0.281196493,-178.6231918
11271.97456,0.275286763,-178.6785694
11428.78335,0.26864383,-178.7211684
11587.77356,0.261296249,-178.7716519
11748.97555,0.253775316,-178.82172
11912.42008,0.24818405,-178.8749692
12078.13835,0.241404577,-178.918262
12246.16199,0.234361939,-178.9825003
12416.52308,0.228853373,-179.0277854
12589.25412,0.223127924,-179.0805983
12764.38809,0.217391692,-179.1275883
12941.95841,0.212420815,-179.1716218
13121.99899,0.207056579,-179.220582
13304.54418,0.201612283,-179.2775324
13489.62883,0.195821489,-179.3212865
13677.28826,0.191536395,-179.3590583
13867.55829,0.186395836,-179.4045386
14060.47524,0.181247033,-179.4554552
14256.07594,0.176798773,-179.5086611
14454.39771,0.172487939,-179.5509061
14655.47841,0.167386237,-179.6020652
14859.35642,0.163816171,-179.6487027
15066.07066,0.161284318,-179.6921243
15275.66058,0.157451064,-179.737145
15488.16619,0.151430932,-179.7860537
15703.62804,0.149172978,-179.837501
15922.08727,0.145694264,-179.890801
16143.58557,0.142529197,-179.9308587
16368.16521,0.137900663,-179.9773803
16595.86907,0.13479288,179.9823724
16826.74061,0.131451395,179.9325755
17060.82389,0.127598172,179.8847934
17298.16359,0.125307334,179.8371745
17538.80502,0.120620827,179.7906659
17782.7941,0.117997204,179.7423007
18030.17741,0.117732638,179.7013968
18281.00216,0.11519403,179.6501321
18535.31623,0.109719994,179.6040004
18793.16817,0.107670726,179.5555815
19054.60718,0.105414268,179.5113205
19319.68317,0.103127026,179.4613351
19588.44674,0.101212723,179.4099639
19860.94917,0.097587291,179.3776635
20137.2425,0.096988145,179.3225168
20417.37945,0.094089309,179.2884954
20701.41349,0.091639018,179.2345934
20989.39884,0.08914934,179.1867778
21281.39046,0.086754845,179.1490667
21577.44409,0.085021941,179.073999
21877.61624,0.084068468,179.0472599
22181.9642,0.082326042,178.9952889
22490.54606,0.078249237,178.9381369
22803.42072,0.076515838,178.8922696
23120.6479,0.076278366,178.8474702
23442.28815,0.073190953,178.7976629
23768.40287,0.072733092,178.7458099
24099.05429,0.071794337,178.6962584
24434.30553,0.069249525,178.6430566
24774.22058,0.069213382,178.5988133
25118.86432,0.065360225,178.5450657
25468.30253,0.064041532,178.4970527
25822.60191,0.064571449,178.4406403
26181.83008,0.063369287,178.4005998
26546.05562,0.060239793,178.322166
26915.34804,0.059046408,178.2901035
27289.77783,0.055101207,178.2467033
27669.41645,0.056329741,178.2034297
28054.33638,0.054735177,178.1479445
28444.61107,0.053139259,178.0955264
28840.31503,0.051862956,178.0305252
29241.52378,0.051423733,177.9798555
29648.3139,0.049960816,177.9210816
30060.76303,0.049927773,177.873674
30478.9499,0.045305405,177.8138559
30902.95433,0.047440588,177.7551272
31332.85724,0.045002004,177.6997304
31768.74071,0.044305137,177.6600545
32210.68791,0.042974102,177.5944381
32658.78322,0.041765367,177.5281457
33113.11215,0.041047059,177.4783196
33573.76142,0.040355603,177.4158927
34040.81897,0.038035386,177.3690344
34514.37393,0.038278969,177.2976304
34994.5167,0.0363445,177.2449909
35481.33892,0.036579652,177.1757541
35974.93352,0.033375725,177.1170529
36475.39469,0.034530429,177.06779
36982.81798,0.032361488,177.0002141
37497.30022,0.033411699,176.9384456
38018.93963,0.032661022,176.8794759
38547.83577,0.030873622,176.818777
39084.08958,0.030350001,176.7386742
39627.80343,0.028299921,176.6646026
40179.08108,0.029193675,176.6111548
40738.02778,0.028579726,176.5618704
41304.7502,0.02964668,176.4985537
41879.35651,0.027224568,176.4248143
42461.95639,0.025509232,176.3381225
43052.66105,0.025579573,176.289501
43651.58322,0.02321392,176.218697
44258.83724,0.022133474,176.1620666
44874.53899,0.023236366,176.0728321
45498.80602,0.021639118,176.0091044
46131.75746,0.021426748,175.9258069
46773.51413,0.022479207,175.8780763
47424.19853,0.019259152,175.7835473
48083.93484,0.021185125,175.7100898
48752.84901,0.020344608,175.6377725
49431.0687,0.017378413,175.5462781
50118.72336,0.01943711,175.4721475
50815.94426,0.019142037,175.3892666
51522.86446,0.015697697,175.3317818
52239.6189,0.014733305,175.2346551
52966.34439,0.015068535,175.1539795
53703.17964,0.012818015,175.0685809
54450.26528,0.011034139,175.0091243
55207.74393,0.012013274,174.9125598
55975.76015,0.012064499,174.8399728
56754.46054,0.014054336,174.7479599
57543.99373,0.008630611,174.6441738
58344.51043,0.008738761,174.5641035
59156.16342,0.009606917,174.4853003
59979.10763,0.005708514,174.3816554
60813.50013,0.006101373,174.2984125
61659.50019,0.003485318,174.2056675
62517.26928,0.005655174,174.1190561
63386.97113,0.001890041,174.0259867
64268.77173,0.000181796,173.9254966
65162.83941,0.00033818,173.8236908
66069.3448,-0.003666658,173.7271524
66988.46094,0.001489788,173.6418218
67920.36326,0.000360215,173.539539
68865.22963,-0.0039677,173.4368749
69823.24041,-0.001602394,173.3522062
70794.57844,-0.003658929,173.2404339
71779.42913,-0.005983019,173.1280851
72777.98045,-0.007804237,173.0277085
73790.42301,-0.008115246,172.9209466
74816.95005,-0.008459776,172.798111
75857.7575,-0.010077053,172.697494
76913.04403,-0.009686924,172.5778556
77983.01105,-0.008975161,172.4590386
79067.8628,-0.013252062,172.3571607
80167.80634,-0.01577532,172.2509522
81283.05162,-0.013978589,172.1227903
82413.8115,-0.015153718,172.0210492
83560.30182,-0.01484817,171.8810852
84722.74141,-0.019969184,171.7762993
85901.35215,-0.022027603,171.6433491
87096.359,-0.022131972,171.5030697
88307.99004,-0.022300533,171.4043184
89536.47655,-0.026953127,171.2656138
90782.05302,-0.027362802,171.1494003
92044.95718,-0.027225262,170.9959799
93325.43008,-0.029065382,170.8738333
94623.71614,-0.029978212,170.7453457
95940.06315,-0.030872862,170.6058067
97274.72238,-0.031939098,170.457119
98627.94856,-0.036541248,170.3133786
100000,-0.035599606,170.1817366
